| 原始标签 | 名称 | 描述 | 外部链接 |
| lucia | 露琪亚 |  |  |
| agnese sanctis | 雅妮丝·桑提斯 |  |  |
| angelene | 安洁莉娜 |  |  |
| eiga kanmi | 甘味荣华 |  |  |
| febrie | 菲布理 |  |  |
| janie | 珍妮 |  |  |
| shinobu nunotaba | 布束砥信 |  |  |
| yumi kusakabe | 草壁优美 |  |  |
|  | ▼ 冰菓 |  |  |
| eru chitanda | 千反田爱瑠 |  |  |
| houtarou oreki | 折木奉太郎 |  |  |
| mayaka ibara | 伊原摩耶花 |  |  |
| fuyumi irisu | 入须冬实 |  |  |
| satoshi fukube | 福部里志 |  |  |
| ayako kouchi | 河内亚也子 |  |  |
|  | ▼ 你的名字 |  |  |
| mitsuha miyamizu | 宫水三叶 | ![图](https://ehgt.org/59/f7/59f72c3af52e7729232d14f6e4f2727d1e5ba567-3232881-2127-3012-png_l.jpg)![图](# "https://ehgt.org/44/e8/44e8fad3cb06e3064d3ce8730aa7056a663071f9-2326457-1500-2000-jpg_l.jpg")![图](# "https://ehgt.org/27/21/2721538a4b9b6bc288ed307ae8ad29e360614044-5063714-3840-2160-jpg_l.jpg")![图](# "https://ehgt.org/d8/a7/d8a7a4fd376f12edceb2a1c7575ea543fed3595f-513486-1080-1920-jpg_l.jpg")![图](# "https://ehgt.org/2c/64/2c6418d5bb465e040516ae7b7ab8e331dcbaa2a8-612864-1920-1080-jpg_l.jpg") |  |
| yotsuha miyamizu | 宫水四叶 |  |  |
| miki okudera | 奥寺美纪 |  |  |
| taki tachibana | 立花泷 | ![图](# "https://ehgt.org/02/7b/027b9bb184d08784b13205789f5ffa60b8dd5a8b-1177337-2006-2832-jpg_l.jpg")![图](# "https://ehgt.org/d8/a7/d8a7a4fd376f12edceb2a1c7575ea543fed3595f-513486-1080-1920-jpg_l.jpg")![图](# "https://ehgt.org/2c/64/2c6418d5bb465e040516ae7b7ab8e331dcbaa2a8-612864-1920-1080-jpg_l.jpg") |  |
|  | ▼ 笨蛋测验召唤兽 |  |  |
| akihisa yoshii | 吉井明久 |  |  |
| akira yoshii | 吉井玲 |  |  |
| hideyoshi kinoshita | 木下秀吉 |  |  |
| yuuko kinoshita | 木下优子 |  |  |
| mizuki himeji | 姬路瑞希 |  |  |
| minami shimada | 岛田美波 |  |  |
| hazuki shimada | 岛田叶月 |  |  |
| yuuji sakamoto | 坂本雄二 |  |  |
| shouko kirishima | 雾岛翔子 |  |  |
| aiko kudou | 工藤爱子 |  |  |
| miharu shimizu | 清水美春 |  |  |
|  | ▼ 疯狂动物城 |  |  |
| judy hopps | 兔朱迪 |  |  |
| nick wilde | 狐尼克 |  |  |
| jack savage | 野蛮杰克 |  |  |
| chief bogo | 蛮牛局长 |  |  |
| bonnie hopps | 兔邦妮 |  |  |
|  | ▼ 神薙 |  |  |
| nagi | 薙 |  |  |
| zange | 忏悔 |  |  |
| jin mikuriya | 御厨仁 |  |  |
| tsugumi aoba | 青叶鸫 |  |  |
| shino ookouchi | 大河内紫乃 |  |  |
| takako kimura | 木村贵子 |  |  |
|  | ▼ 农林 |  |  |
| kochou yoshida | 良田胡蝶 |  |  |
| minori nakazawa | 中泽农 |  |  |
| ringo kinoshita | 木下林檎 |  |  |
| natsumi bekki | 户次菜摘 |  |  |
|  | ▼ 要听爸爸的话 |  |  |
| sora takanashi | 小鸟游空 |  |  |
| miu takanashi | 小鸟游美羽 |  |  |
| hina takanashi | 小鸟游雏 |  |  |
| yuuta segawa | 濑川佑太 |  |  |
| raika oda | 织田莱香 |  |  |
|  | ▼ 魔物娘的相伴日常 |  |  |
| miia | 米亚 |  |  |
| centorea shianus | 珊卓蕾亚·夏努斯 |  |  |
| papi | 帕皮 |  |  |
| suu | 丝 |  |  |
| lala | 拉拉 |  |  |
| rachnera arachnera | 拉克涅拉·阿拉克涅拉 |  |  |
| manako | 真奈子 |  |  |
| meroune lorelei | 美洛努·罗雷莱 |  |  |
| tionishia | 提欧尼西亚 |  |  |
| cathyl | 卡特尔 |  |  |
| kimihito kurusu | 来留主公人 |  |  |
|  | ▼ 恋爱与选举与巧克力 |  |  |
| yuuki oojima | 大岛裕树 |  |  |
| satsuki shinonome | 东云皋月 |  |  |
|  | ▼ 少女与战车 |  |  |
| miho nishizumi | 西住美穗 |  |  |
| saori takebe | 武部沙织 |  |  |
| hana isuzu | 五十铃华 |  |  |
| yukari akiyama | 秋山优花里 |  |  |
| mako reizei | 冷泉麻子 |  |  |
| anzu kadotani | 角谷杏 |  |  |
| yuzu koyama | 小山柚子 |  |  |
| momo kawashima | 河岛桃 |  |  |
|  | 凯撒 |  |  |
|  | 埃尔文 |  |  |
|  | 左卫门佐 |  |  |
|  | 龙 |  |  |
| noriko isobe | 矶边典子 |  |  |
| taeko kondou | 近藤妙子 |  |  |
| shinobu kawanishi | 河西忍 |  |  |
| akebi sasaki | 佐佐木明日 |  |  |
| azusa sawa | 泽梓 |  |  |
|  | 山乡步 |  |  |
|  | 阪口桂利奈 |  |  |
| yuuki utsugi | 宇津木优季 |  |  |
|  | 大野绫 |  |  |
| saki maruyama | 丸山纱希 |  |  |
| midoriko sono | 园绿子 |  |  |
|  | 后藤茂代子 |  |  |
|  | 金春希美 |  |  |
|  | 猫田 |  |  |
|  | 桃川 |  |  |
|  | 皮优炭 |  |  |
|  | 中岛悟子 |  |  |
|  | 星野 |  |  |
|  | 铃木 |  |  |
|  | 土屋 |  |  |
| darjeeling | 大吉岭 |  |  |
| assam | 阿萨姆 |  |  |
| orange pekoe | 橙黄白毫 |  |  |
| rosehip | 蔷薇果 |  |  |
| rukuriri | 鲁克莉莉 |  |  |
| kay | 凯伊 |  |  |
|  | 直美 |  |  |
|  | 亚理纱 |  |  |
| chiyomi anzai | 安斋千代美 |  |  |
| carpaccio | 卡尔帕乔 |  |  |
| pepperoni | 佩帕罗妮 |  |  |
| katyusha | 喀秋莎 |  |  |
| nonna | 农娜 |  |  |
|  | 妮娜 |  |  |
|  | 库拉拉 |  |  |
| maho nishizumi | 西住真穗 |  |  |
| erika itsumi | 逸见艾丽卡 |  |  |
| mika | 米卡 |  |  |
| aki | 阿基 |  |  |
| mikko | 米科 |  |  |
| kinuyo nishi | 西绢代 |  |  |
|  | 福田 |  |  |
|  | 玉田 |  |  |
|  | 细见 |  |  |
| arisu shimada | 岛田爱里寿 | ![图](https://ehgt.org/f1/2f/f12f286b597484c2b4f03924090cac94dbf48db8-313075-1265-1817-jpg_l.jpg)![图](# "https://ehgt.org/0b/2e/0b2edc8ff36c176eb003e7372fcbaa185a3f8ef2-8640001-2132-3000-png_l.jpg") |  |
|  | 惠 |  |  |
| azumi | 安昙 |  |  |
|  | 留美 |  |  |
|  | 鹤姬静 |  |  |
|  | 松风铃 |  |  |
| ami chouno | 蝶野亚美 |  |  |
|  | 篠川香音 |  |  |
| andou | 安藤 |  |  |
| oshida | 押田 |  |  |
| murakami | 村上 |  |  |
| yuri isuzu | 五十铃百合 |  |  |
| shiho nishizumi | 西住志穗 |  |  |
|  | 秋山淳五郎 |  |  |
| yoshiko akiyama | 秋山好子 |  |  |
|  | 冷泉久子 |  |  |
| chiyo shimada | 岛田千代 |  |  |
|  | 文科省官员 |  |  |
|  | ▼ 尼尔 |  |  |
| a2 | A型二号 |  |  |
| 2b | 二号B型 |  |  |
| 9s | 九号S型 |  |  |
|  | ▼ 交响情人梦 |  |  |
| megumi noda | 野田惠 |  |  |
| shinichi chiaki | 千秋真一 |  |  |
|  | ▼ 天才麻将少女 |  |  |
| saki miyanaga | 宫永咲 |  |  |
| nodoka haramura | 原村和 |  |  |
| yuuki kataoka | 片冈优希 |  |  |
| mako someya | 染谷真子 |  |  |
| hisa takei | 竹井久 |  |  |
| kyoutarou suga | 须贺京太郎 |  |  |
| touka ryuumonbuchi | 龙门渊透华 |  |  |
| hajime kunihiro | 国广一 |  |  |
|  | 泽村智纪 |  |  |
|  | 井上纯 |  |  |
| koromo amae | 天江衣 |  |  |
|  | 杉乃步 |  |  |
|  | 萩良 |  |  |
| mihoko fukuji | 福路美穗子 |  |  |
| kana ikeda | 池田华菜 |  |  |
| miharu yoshitome | 吉留未春 |  |  |
| sumiyo fukabori | 深堀纯代 |  |  |
|  | 文堂星夏 |  |  |
|  | 久保贵子 |  |  |
| yumi kajiki | 加治木由美 |  |  |
| momoko touyoko | 东横桃子 |  |  |
| satomi kanbara | 蒲原智美 |  |  |
|  | 妹尾佳织 |  |  |
|  | 津山睦月 |  |  |
|  | 梦乃真帆 |  |  |
|  | 室桥裕子 |  |  |
|  | 南浦数绘 |  |  |
|  | 门松叶子 |  |  |
|  | 永森和子 |  |  |
|  | 上柿惠 |  |  |
|  | 土屋由理 |  |  |
|  | 栋居仁美 |  |  |
| shizuno takakamo | 高鸭稳乃 |  |  |
| ako atarashi | 新子憧 |  |  |
| kuro matsumi | 松实玄 |  |  |
| yuu matsumi | 松实宥 |  |  |
| arata sagimori | 鹭森灼 |  |  |
| harue akado | 赤土晴绘 |  |  |
|  | 小走八重 |  |  |
|  | 丸濑纪子 |  |  |
|  | 木村日菜 |  |  |
|  | 上田良子 |  |  |
|  | 巽由华 |  |  |
|  | 冈桥初濑 |  |  |
|  | 志崎绫 |  |  |
|  | 山谷雏 |  |  |
|  | 桐田凛 |  |  |
|  | 义鸠樱子 |  |  |
| teru miyanaga | 宫永照 |  |  |
| sumire hirose | 弘世堇 |  |  |
|  | 涩谷尧深 |  |  |
|  | 亦野诚子 |  |  |
| awai oohoshi | 大星淡 |  |  |
|  | 辻垣内智叶 |  |  |
|  | 郝慧宇 |  |  |
|  | 雀明华 |  |  |
|  | 梅根·达文 |  |  |
|  | 耐莉·维尔萨拉泽 |  |  |
|  | 上重漫 |  |  |
| yuuko mase | 真濑由子 |  |  |
| hiroe atago | 爱宕洋榎 |  |  |
| kinue atago | 爱宕绢惠 |  |  |
| kyouko suehara | 末原恭子 |  |  |
|  | 赤阪郁乃 |  |  |
| toki onjouji | 园城寺怜 |  |  |
| ryuuka shimizudani | 清水谷龙华 |  |  |
| sera eguchi | 江口夕 |  |  |
| hiroko funakubo | 船久保浩子 |  |  |
| izumi nijou | 二条泉 |  |  |
|  | 爱宕雅枝 |  |  |
|  | 荒川憩 |  |  |
| komaki jindai | 神代小莳 |  |  |
| tomoe karijuku | 狩宿巴 |  |  |
| haru takimi | 泷见春 |  |  |
| hatsumi usuzumi | 薄墨初美 |  |  |
| kasumi iwato | 石户霞 |  |  |
| shiromi kosegawa | 小濑川白望 |  |  |
| aislinn wishart | 爱丝琳·威夏尔特 |  |  |
|  | 鹿仓胡桃 |  |  |
| sae usuzawa | 臼泽塞 |  |  |
|  | 姊带丰音 |  |  |
|  | 花田煌 |  |  |
|  | 安河内美子 |  |  |
|  | 江崎仁美 |  |  |
| mairu shirouzu | 白水哩 |  |  |
| himeko tsuruta | 鹤田姬子 |  |  |
|  | 本内成香 |  |  |
|  | 桧森誓子 |  |  |
|  | 岩馆摇杏 |  |  |
| maya yukiko | 真屋由晖子 |  |  |
|  | 狮子原爽 |  |  |
|  | 新井索菲亚 |  |  |
|  | 浅见花子 |  |  |
|  | 水村史织 |  |  |
|  | 宇津木玉子 |  |  |
|  | 八木原景子 |  |  |
|  | 椿野美幸 |  |  |
|  | 依藤澄子 |  |  |
|  | 古冢梢 |  |  |
|  | 森垣友香 |  |  |
|  | 安福莉子 |  |  |
|  | 森合爱美 |  |  |
|  | 寺崎游月 |  |  |
|  | 新免那岐 |  |  |
|  | 佐佐野莓 |  |  |
|  | 藤原利仙 |  |  |
|  | 对木茂子 |  |  |
|  | 百鬼蓝子 |  |  |
|  | 霜崎弦 |  |  |
|  | 藤田靖子 |  |  |
|  | 小锻治健夜 |  |  |
|  | 三寻木咏 |  |  |
| yoshiko kainou | 戒能良子 |  |  |
|  | 瑞原早璃 |  |  |
|  | 野依理沙 |  |  |
|  | 福与恒子 |  |  |
|  | 针生绘理 |  |  |
|  | 村吉未咲 |  |  |
|  | 佐藤裕子 |  |  |
|  | 西田顺子 |  |  |
|  | 埴渊久美子 |  |  |
|  | 池田绯菜 |  |  |
|  | 池田菜沙 |  |  |
|  | 池田城菜 |  |  |
|  | 高鸭绫乃 |  |  |
|  | 新子望 |  |  |
|  | ▼ 兽娘动物园 |  |  |
| kaban | 背包 |  |  |
| serval | 薮猫 | ![图](https://ehgt.org/4b/5c/4b5ce2bb126e5d9798737c09d58aa97417cb2ea1-775805-800-1241-jpg_l.jpg) |  |
| common raccoon | 浣熊 |  |  |
| fennec | 耳廓狐 |  |  |
| ezo red fox | 北狐 |  |  |
| silver fox | 银狐 |  |  |
| moose | 驼鹿 |  |  |
| shoebill | 鲸头鹳 |  |  |
| alpaca suri | 苏利羊驼 |  |  |
| humboldt penguin | 汉波德企鹅 |  |  |
| emperor penguin | 帝企鹅 |  |  |
| royal penguin | 皇家企鹅 |  |  |
| margay | 长尾虎猫 |  |  |
| black leopard | 黑豹 |  |  |
| leopard | 豹 |  |  |
| south african giraffe | 南非长颈鹿 |  |  |
| sabre tiger | 剑齿虎 |  |  |
| japanese crested ibis | 朱鹮 |  |  |
|  | ▼ 缘之空 |  |  |
| sora kasugano | 春日野穹 |  |  |
| haruka kasugano | 春日野悠 |  |  |
|  | ▼ 电锯甜心 |  |  |
| juliet starling | 朱丽叶·斯塔林 |  |  |
|  | ▼ 名侦探柯南 |  |  |
| shinichi kudo | 工藤新一 |  |  |
| ran mouri | 毛利兰 |  |  |
| conan edogawa | 江户川柯南 |  |  |
| ai haibara | 灰原哀 |  |  |
| ayumi yoshida | 吉田步美 |  |  |
| kazuha toyama | 远山和叶 |  |  |
| heiji hattori | 服部平次 |  |  |
| kaito kuroba | 黑羽快斗 |  |  |
| kogoro mouri | 毛利小五郎 |  |  |
| rei furuya | 降谷零 |  |  |
| shuuichi akai | 赤井秀一 |  |  |
| sonoko suzuki | 铃木园子 |  |  |
| eri kisaki | 妃英理 |  |  |
| jodie starling | 茱蒂·斯泰琳 |  |  |
| miwako sato | 佐藤美和子 |  |  |
| masumi sera | 世良真纯 |  |  |
|  | ▼ 龙珠系列 |  |  |
| yamcha | 雅木茶 |  |  |
| bulma briefs | 布尔玛 |  |  |
| chi chi | 琪琪 |  |  |
| son gohan | 孙悟饭 |  |  |
| son goten | 孙悟天 |  |  |
| android 16 | 人造人16号 |  |  |
| android 18 | 人造人18号 |  |  |
| android 21 | 人造人21号 |  |  |
| videl | 比迪丽 |  |  |
| son goku | 孙悟空 |  |  |
| spopovich | 斯波比奇 |  |  |
| vegeta | 贝吉塔 |  |  |
| trunks briefs | 特兰克斯 |  |  |
| piccolo | 比克 |  |  |
| goku black | 黑悟空 |  |  |
| broly | 布罗利 |  |  |
| erasa | 伊蕾莎 |  |  |
| majin buu | 魔人布欧 |  |  |
| master roshi | 武天老师 |  |  |
| oolong | 乌龙 |  |  |
| ranfan | 兰芳 |  |  |
| lunch | 兰琪 |  |  |
| mrs. briefs | 布里夫博士 |  |  |
|  | ▼萝莉的时间 |  |  |
| kuro kagami | 镜黑 |  |  |
| mimi usa | 宇佐美美 |  |  |
| rin kokonoe | 九重凛 |  |  |
| daisuke aoki | 青木大介 |  |  |
|  | ▼ 在地下城寻求邂逅是否搞错了什么 |  |  |
| hestia | 赫斯缇雅 | 真·女神<br>![图](https://ehgt.org/f4/7a/f47ac17bbe0479892d8acdaf64af8774491f36b3-951809-2093-2958-jpg_l.jpg)![女神](# "https://ehgt.org/3c/28/3c2829c2063a40cb0032f5661798b679cf0508e1-8028609-4289-3000-jpg_l.jpg")![图](# "https://ehgt.org/9e/b4/9eb408f6af3baf5008d58c7c6212d715baadeaac-610799-1398-2000-jpg_l.jpg")![女神](# "https://ehgt.org/15/73/157354fd84306386408d126c061deee934421e17-602851-2146-3015-jpg_l.jpg") |  |
| bell cranel | 贝尔·克朗尼 | 《在地下城寻求邂逅是否搞错了什么》的男主<br>![图](# "https://ehgt.org/88/b9/88b9b14a972de2568dea70f4645b3e51e8adba12-1136187-1397-2000-jpg_l.jpg") |  |
| tiona hiryute | 蒂奥娜·席吕特 |  |  |
| tione hiryute | 蒂奥涅·席吕特 |  |  |
| aiz wallenstein | 艾丝·华伦斯坦 |  |  |
| eina tulle | 埃伊娜·祖尔 |  |  |
| freya | 芙蕾雅 |  |  |
| hephaistos | 赫菲斯托丝 |  |  |
| liliruca arde | 莉莉露卡·厄德 |  |  |
| ryuu lyon | 琉·璃昂 |  |  |
| loki | 洛基 |  |  |
| syr flova | 希儿·福罗瓦 |  |  |
|  | ▼ 魔法少女小圆 |  |  |
| homura akemi | 晓美焰 |  |  |
| madoka kaname | 鹿目圆 |  |  |
| mami tomoe | 巴麻美 |  |  |
| sayaka miki | 美树沙耶香 |  |  |
| kyouko sakura | 佐仓杏子 |  |  |
| nagisa momoe | 百江渚 |  |  |
| kaede akino | 秋野枫 |  |  |
| rena minami | 水波玲奈 |  |  |
| yachiyo nanami | 七海八千代 |  |  |
| iroha tamaki | 环彩羽 |  |  |
| kyubey | 丘比 | QB |  |
| kyousuke kamijou | 上条恭介 |  |  |
|  | ▼ 碧蓝幻想 |  |  |
| danua | 达奴娅 |  |  |
| djeeta | 姬妲 | 碧蓝幻想玩家角色（主角）女性版。<br>男版为`gran` |  |
| eugen | 欧根 | 老练的战士、曾经作为骑空士活跃著。在过去怀有遗憾，这件事没有向格兰透露。平时是个性格不错的人，熟练的技术与丰富的知识帮助了格兰。 |  |
| gran | 格兰 | 碧蓝幻想玩家角色（主角）男性版。<br>女版为`djeeta` |  |
| io | 伊欧 | 修行中的魔导士少女。为了追寻失踪的师傅下落、而遇见了格兰。因早熟的性格而装成大人的样子，有著一旦被人嘲笑与年纪不符就会较真的一面。 |  |
| lyria | 露莉亚 | 拥有使役星晶兽能力的少女。因艾尔斯提帝国为了研究这份特殊能力而被囚禁起来。从帝国逃出后被格兰搭救，决定一起旅行。 |  |
| katalina | 卡塔莉娜 | 守护著露莉亚的女性骑士。艾尔斯提帝国军中是中尉的阶级，负责露莉亚的护卫与监视工作，得知帝国打算利用露莉亚来得到强大的力量后，为了帮助露莉亚逃脱而背叛帝国。露莉亚就像真正的妹妹一样重要。 |  |
| narmaya | 暗牛 |  |  |
| rosetta | 萝赛塔 | 主人公等人在ルーマシー群岛时相遇的谜之美女。因为中意主人公等人而加入同行行列。貌似知道格兰父亲的样子，谜样的美女。超然而难以捉摸，十分亲切地关照格兰。 |  |
| sturm | 斯图尔姆 |  |  |
| vira | 维拉 |  |  |
| vampy | 斑比 |  | [萌娘百科](https://zh.moegirl.org/zh/斑比) |
|  | ▼ 魔卡少女樱 |  |  |
| sakura kinomoto | 木之本樱 |  |  |
| touya kinomoto | 木之本桃矢 |  |  |
| yukito tsukishiro | 月城雪兔 |  |  |
| tomoyo daidouji | 大道寺知世 |  |  |
| sonomi daidouji | 大道寺园美 |  |  |
| syaoran li | 李小狼 |  |  |
| meiling li | 李苺铃 |  |  |
| rika sasaki | 佐佐木利佳 |  |  |
| chiharu mihara | 三原千春 |  |  |
| naoko yanagisawa | 柳泽奈绪子 |  |  |
|  | ▼ RWBY |  |  |
| ruby rose | 露比·罗丝 |  |  |
| weiss schnee | 魏丝·雪倪 |  |  |
| blake belladonna | 布蕾克·贝拉多娜 |  |  |
| yang xiao long | 阳小龙 |  |  |
|  | ▼ 魔法科高中的劣等生 |  |  |
| erika chiba | 千叶艾莉卡 |  |  |
| haruka ono | 小野遥 |  |  |
| honoka mitsui | 光井穗香 |  |  |
| mari watanabe | 渡边摩利 |  |  |
| mayumi saegusa | 七草真由美 |  |  |
| miyuki shiba | 司波深雪 |  |  |
| mizuki shibata | 柴田美月 |  |  |
| sayaka mibu | 壬生纱耶香 |  |  |
| shizuku kitayama | 北山雫 |  |  |
| suzune ichihara | 市原铃音 |  |  |
| tatsuya shiba | 司波达也 |  |  |
|  | ▼ TYPE-MOON |  |  |
|  | TYPE-MOON > Fate |  |  |
|  | TYPE-MOON > Fate > Stay Night（第五次圣杯战争） |  |  |
|  | TYPE-MOON > Fate > Stay Night（第五次圣杯战争）> 英灵 |  |  |
| saber | Saber | 指第四次圣杯战争和第五次圣杯战争中的 Saber（阿尔托莉雅·潘德拉贡）。其他情况使用真名。<br>![图](https://ehgt.org/14/d4/14d4dba366028e4b0209c5f66136a555134d0597-2390982-1024-1448-png_l.jpg)![图](https://ehgt.org/ab/9d/ab9db597f5fbcab337d35b459ce7f0c44c2060b3-15076828-4865-3357-png_l.jpg)![图](https://ehgt.org/f0/df/f0dfefd2c854156bb58e1a2e1cd52501b987bec3-2370231-1600-1304-png_l.jpg)![图](https://ehgt.org/81/8e/818e366ec023b64147cf238d3b38dc6b65c724b0-1183435-750-1000-png_l.jpg)![图](https://ehgt.org/c2/50/c2509796f49117049a62cb8aea322a1efd7b53b4-1679513-1000-1500-png_l.jpg) | [各种 Saber 的标签](https://ehwiki.org/wiki/Talk:saber) |
| archer | Archer | 指第五次圣杯战争中的 Archer，英灵卫宫。其他情况使用真名。<br>![图](https://ehgt.org/3b/8c/3b8c57bb221351300c07d2e3461fdc8f981dfb65-1456628-1024-1448-png_l.jpg)![图](https://ehgt.org/66/72/6672b4fb7d4c677dbb4e726dab891be405bafc9b-1975383-1024-1448-png_l.jpg) |  |
| lancer | Lancer | 指第五次圣杯战争中的 Lancer，库·丘林。其他情况使用真名。<br>![图](https://ehgt.org/3f/13/3f13a3d0d1f1fdd8d72b28432f077e33d260b3cc-2425361-1024-1448-png_l.jpg)![图](https://ehgt.org/09/90/0990ab50cbab3804c8e965b2b05d08d7832854b9-2233444-1024-1448-png_l.jpg) |  |
|  | Rider | （重复项）指第五次圣杯战争中的 Rider，美杜莎。其他情况使用真名。 |  |
| caster | Caster | 指第五次圣杯战争中的 Caster，美狄亚。其他情况使用真名。<br>![图](https://ehgt.org/1b/51/1b5131351221ffe1925a6a6bc0651a8760c9ff5e-1972064-1024-1448-png_l.jpg)![图](https://ehgt.org/c3/74/c374907ede60ad8a7ebdff268d38701d253bc0c3-2311772-1024-1448-png_l.jpg) |  |
| berserker | Berserker | 指第五次圣杯战争中的 Berserker，赫拉克勒斯。其他情况使用真名。<br>![图](https://ehgt.org/07/79/07791a023a3840f7ac7602dd6b1a86ac22b6bfda-1927109-1024-1448-png_l.jpg)![图](https://ehgt.org/a2/ee/a2ee5a97cde8be5f860daa113e4cbd47a71786e4-1961414-1024-1448-png_l.jpg) |  |
| assassin | Assassin | 指第四次圣杯战争和第五次圣杯战争中的 Assassin，哈桑·萨巴赫<br>![图](https://ehgt.org/84/64/846494b7b1da7885eb39e6b2dbc2b94bfe9c31d7-2215596-1024-1448-png_l.jpg)<br>或第五次圣杯战争中的 伪Assassin，佐佐木小次郎<br>![图](https://ehgt.org/22/d7/22d77a1558e10b1b2ce105726a77a8cefef0035e-2173241-1024-1448-png_l.jpg) |  |
|  | TYPE-MOON > Fate > Stay Night（第五次圣杯战争）> 御主 |  |  |
| shirou emiya | 卫宫士郎 | 第五次圣杯战争中 Saber 的御主，卫宫切嗣的养子。<br>![图](https://ehgt.org/e3/b5/e3b5b444d91bb6a95fb81a12141144c177e5d509-31404-280-479-jpg_l.jpg)![图](https://ehgt.org/29/c1/29c1406636f6788671a856151a8367f47fff0bd0-7169713-4086-5181-jpg_l.jpg) |  |
| rin tosaka | 远坂凛 | 第五次圣杯战争中 Archer 的御主，间桐樱的亲姐姐。<br>腿玩年<br>![图](https://ehgt.org/ba/21/ba21f4407244c25a6237d3c75610ea4c48a855b8-863075-800-1200-png_l.jpg)![图](https://ehgt.org/9a/ad/9aad3295e7ff8a665ab379bf944707676a017857-1199405-800-1000-png_l.jpg)![图](https://ehgt.org/07/0c/070c2c15983b325485d3958f8223f743c7ce8c6e-12969416-4886-3363-png_l.jpg) |  |
| kirei kotomine | 言峰绮礼 | 第四次圣杯战争中 Assassin、Archer 的御主，第五次圣杯战争中 Lancer 的御主，远坂凛和间桐樱的杀父仇人，第五次圣杯战争的幕后黑手。<br>偷税<br>![图](https://ehgt.org/16/92/1692045b9d35553ca38b81f595edef1e8076f307-20413-280-479-jpg_l.jpg) |  |
| sakura matou | 间桐樱 | 第五次圣杯战争中 Rider 真正的御主，远坂凛的亲妹妹。<br>![图](https://ehgt.org/8e/36/8e36aeff15126bdeb52eb5eaa01cd2b3792111f3-352887-614-960-png_l.jpg)![图](https://ehgt.org/8c/5a/8c5a85fe891c3130897f4aedd4acf89dc1799a7e-7707962-2431-3426-png_l.jpg)![图](https://ehgt.org/17/d5/17d503996a2d03d62befccfbdd051e51633d849d-5926697-2431-3426-png_l.jpg) |  |
| shinji matou | 间桐慎二 | 第五次圣杯战争中 Rider 的表面御主，间桐樱的养兄。<br>![图](https://ehgt.org/fa/e4/fae41d54734ed77967c8987e880db06b9681534c-34704-280-479-jpg_l.jpg) |  |
| illyasviel von einzbern | 伊莉雅丝菲尔·冯·爱因兹贝伦 | 第五次圣杯战争中 Berserker 的御主<br>![图](https://ehgt.org/e3/c6/e3c638d835c6f5e2391245e65211a97b8052da7a-7606742-4131-5177-jpg_l.jpg)![图](https://ehgt.org/59/25/59253585719909170b72c82bb83064befa4c8a78-2536903-1024-1448-png_l.jpg)![图](https://ehgt.org/52/65/526525c5fef80dde9b322a758b4d0ffb8e241e3e-2747623-1024-1448-png_l.jpg)![图](# "https://ehgt.org/c0/92/c092bbd0a5e5573a645bf925f15fe8797c2d5ac1-1110007-2114-3047-jpg_l.jpg") |  |
|  | TYPE-MOON > Fate > Stay Night（第五次圣杯战争）> 其他人物 |  |  |
| saber alter | Saber Alter | 黑Saber<br>![图](https://ehgt.org/40/a5/40a51bc68a2402ea08d427ba830a5be37a4d7be7-1963656-1024-1448-png_l.jpg)![图](https://ehgt.org/3d/32/3d3216e8ae1841b38434781d6ec0afd60c68ade4-1675488-2130-3019-jpg_l.jpg)![图](https://ehgt.org/87/8b/878b688b0883dffaf11dfad6dde72b62e4e5c756-14099252-4875-3349-png_l.jpg) | [各种 Saber 的标签](https://ehwiki.org/wiki/Talk:saber) |
| taiga fujimura | 藤村大河 | ![图](https://ehgt.org/34/10/3410654fa406e2958105e4a99dd3d374bac557be-1651792-1024-1448-png_l.jpg)![图](https://ehgt.org/2e/81/2e81b9f80ace2acf3e0f1b6aa3fe1563c141f94f-1638645-1024-1448-png_l.jpg) |  |
