| 原始标签 | 名称 | 描述 | 外部链接 |
| shomin sample | 我被绑架到贵族女校当“庶民样本” | 《我被绑架到贵族女校当“庶民样本”》（日语：俺がお嬢様学校に「庶民サンプル」として拉致られた件）是七月隆文写作、闰月戈插画的日本轻小说作品。2011年起由一迅社《一迅社文库》刊行，已于2016年7月20日完结。 | [维基百科](https://zh.wikipedia.org/wiki/我被綁架到貴族女校當「庶民樣本」) (\*) |
| arknights | 明日方舟 | 《明日方舟》（Arknights）是由上海鹰角网络科技有限公司开发的策略塔防及收集养成类游戏。 | [萌娘百科](https://zh.moegirl.org/明日方舟) (\*\*) |
| kimetsu no yaiba | 鬼灭之刃 |  |  |
| tenki no ko | 天气之子 | 新海诚编剧并执导的第七部动画电影。 |  |
| arifureta shokugyou de sekai saikyou | 平凡职业造就世界最强 |  |  |
| asobi asobase | 游戏3人娘 | 生在日本长在日本、完全不会说英语的金发美少女·奥莉薇，性格认真、知性洋溢、完全不会说英语的短发眼镜娘·香纯，以及虽然性格开朗却无法成为现充的下双马尾少女·华子，三名初中女生创造出来的是“游戏人间研究会”！？超级可爱有趣、令人捧腹绝倒的JC女生喜剧现在开幕！ | [萌娘百科](https://zh.moegirl.org/游戏3人娘) [维基百科](https://zh.wikipedia.org/wiki/遊戲3人娘) |
| zombie land saga | 佐贺偶像是传奇 | 《佐贺偶像是传奇》（日语：ゾンビランドサガ）是由MAPPA、avex pictures、Cygames合作推出的原创动画。由MAPPA负责动画制作，境宗久导演，村越繁负责剧本构成，深川可纯担任角色设计。电视动画全12话，于2018年10月4日开始播出。宣传语是“新感觉僵尸系动画”。 | [萌娘百科](https://zh.moegirl.org/佐贺偶像是传奇) [维基百科](https://zh.wikipedia.org/wiki/佐賀偶像是傳奇) |
| nazo no kanojo x | 谜样女友X |  |  |
| shoujo shuumatsu ryokou | 少女终末旅行 |  |  |
| dumbbell nan kilo moteru | 流汗吧!健身少女 |  | [维基百科](https://zh.wikipedia.org/wiki/流汗吧！健身少女) [萌娘百科](https://zh.moegirl.org/zh-cn/流汗吧!健身少女) |
| thumbelina | 拇指姑娘 | 世界著名童话 |  |
| masou gakuen hxh | 魔装学园H×H |  |  |
| hundred | 百武装战记 |  |  |
| dr. stone | 石纪元 |  |  |
| uchi no ko no tame naraba ore wa moshikashitara maou mo taoseru kamo shirenai | 为了女儿，我说不定连魔王都能干掉。 |  |  |
| tsujou kougeki ga zentai kougeki de 2-kai kougeki no okaasan wa suki desu ka | 普通攻击是全体二连击，这样的妈妈你喜欢吗？ |  |  |
| wagaya no oinari-sama | 我家有个狐仙大人 |  |  |
| enen no shouboutai | 炎炎消防队 |  |  |
| lord el-melloi ii sei no jikenbo | 君主·埃尔梅罗二世事件簿 |  |  |
| inuyasha | 犬夜叉 |  |  |
| jashin-chan dropkick | 邪神与厨二病少女 |  |  |
| ishuzoku reviewers | 异种族风俗娘评鉴指南 | 《异种族风俗娘评鉴指南》（日语：异种族レビュアーズ；英语：Interspecies Reviewers）是由天原创作、masha作画的一部漫画，并有动画等衍生作品。 | [萌娘百科](https://zh.moegirl.org/异种族风俗娘评鉴指南) |
| d-frag | 属性同好会 |  |  |
| heavens memo pad | 神的记事本 |  |  |
| houkago play | 放课后play |  |  |
| ookiku furikabutte | 王牌投手 振臂高挥 |  |  |
| black bullet | 漆黑的子弹 |  |  |
| mawaru penguindrum | 回转企鹅罐 |  |  |
| ben-to | 便·当 |  |  |
| one week friends | 一周的朋友 |  |  |
| sanoba witch | 魔女的夜宴 |  |  |
| tonari no seki-kun | 上课小动作 |  |  |
| high score girl | 高分少女 |  |  |
| claymore | 大剑 |  |  |
| sinoalice | 死亡爱丽丝 | 《死亡爱丽丝》（SINoALICE ーシノアリスー）是由Pokelabo开发、由Pokelabo与SQUARE ENIX共同运营的一款手机游戏。<br>![游戏APP图标](https://img.moegirl.org/common/1/1b/SINoALICE_Icon.jpg) | [游戏官网](https://sinoalice.jp/) |
| machikado mazoku | 街角魔族 |  |  |
| the hunchback of notre dame | 钟楼怪人 | 《钟楼怪人》（英语：The Hunchback of Notre Dame）是一部由华特迪士尼制作、于1996年首次上映的电脑动画电影。它的上映日期是1996年6月21日（香港则于同年7月4日上映），为第36部华特迪士尼经典动画长片。这部电影的原型是维克多·雨果的作品《巴黎圣母院》，虽然仍保有原作故事的基本架构，但是这部电影却改动了原作的大部分情节。其剧情重点放在一位吉普赛人舞者爱丝梅拉达、费比斯队长和加西莫多的三角恋上。其中加西莫多是主角，他在巴黎圣母院的钟楼中负责敲钟，长相虽然很丑陋却心地善良。 | [维基百科](https://zh.wikipedia.org/wiki/钟楼怪人_%281996年电影%29) (\*) |
| kodoku no gourmet | 孤独的美食家 |  |  |
| kishuku gakkou no juliet | 寄宿学校的朱丽叶 | 《寄宿学校的朱丽叶》（日语：寄宿学校のジュリエット）为漫画家金田阳介所作的日本少年漫画，是以威廉·莎士比亚的戏剧作品《罗密欧与茱丽叶》为蓝本改编的作品。<br>![寄宿学校的朱丽叶](https://img.moegirl.org/common/9/98/Kishuku_Gakkou_no_Juliet_Vol1.jpg) | [寄宿学校的茱丽叶 - Wikipedia](https://zh.wikipedia.org/zh-cn/寄宿學校的茱麗葉 "寄宿学校的茱丽叶")<br>[寄宿学校的朱丽叶 - 萌娘百科](https://zh.moegirl.org/zh-hans/寄宿学校的朱丽叶 "寄宿学校的朱丽叶") |
| kemurikusa | 烟草 | 《烟草》原先是由自主动画制作团体irodori，于2010年~2012年之间所制作的独立动画作品。2018年时宣布改编电视动画，由YAOYOROZU进行制作，皆为达纪监督执导，2019年1月9日开播。<br>[![](https://img.moegirl.org/common/d/d9/Kemurikusa_character.jpg)](烟草完结贺图) | [烟草 - 萌娘百科](https://zh.moegirl.org/zh-hans/烟草 "烟草 - 萌娘百科")<br>[烟草 - Wikipedia](https://zh.wikipedia.org/zh-cn/煙草_%28動畫%29 "烟草 - Wikipedia") |
| tate no yuusha no nariagari | 盾之勇者成名录 |  |  |
| watashi nouryoku wa heikinchi de tte itta yo ne | 我，不是说了能力要平均值么！ | 《我不是说了能力要平均值吗？》（日语：私、能力は平均値でって言ったよね！），为2016年1月14日于成为小说家吧上连载的轻小说，作者为FUNA。后由地球之星娱乐出版，亚方逸树负责插画。同年8月推出漫画版，于Comic Earth Star连载，ねこみんと绘画。在2018年宣布改编为动画。<br>![](https://img.moegirl.org/common/0/06/我不是说了能力要平均值么.jpg)<br>![](https://img.moegirl.org/common/a/ab/Noukin_Anime_KV.jpg) | [Wikipedia](https://zh.wikipedia.org/zh-cn/我不是說了能力要平均值嗎？ "Wikipedia")<br>[萌娘百科](https://zh.moegirl.org/我，不是说了能力要平均值么 "萌娘百科") |
| itai no wa iya nano de bougyoryoku ni kyokufuri shitai to omoimasu. | 因为太怕痛就全点防御力了 | 《因为太怕痛就全点防御力了》（日语：痛いのは嫌なので防御力に極振りしたいと思います。）为夕蜜柑所写的日本轻小说。于2016年5月在“成为小说家吧”上连载。书籍版由角川书籍出版，插图由狐印负责。动画版于2020年1月8日开始播放，共12集。第一期动画结束后，官方宣布第二期制作决定。<br>![](https://img.moegirl.org/common/4/43/Itainohaiya_01.jpg)<br>![](https://img.moegirl.org/common/a/a9/Itainohaiya_Anime_KV.png) | [Wikipedia](https://zh.wikipedia.org/zh-cn/怕痛的我，把防禦力點滿就對了 "Wikipedia")<br>[萌娘百科](https://zh.moegirl.org/zh-hans/怕痛的我，把防御力点满就对了 "萌娘百科") |
| rurouni kenshin | 浪客剑心 | 《浪客剑心》是由和月伸宏创作的漫画作品。1994年至1999年于日本少年JUMP周刊连载。2017年9月4日开始在《JUMP SQ.》连载续篇《北海道篇》。2018年1月号（2017年12月4日发售）起由于原作者和月伸宏涉嫌持有儿童色情物品被送检而暂时休载，同年7月号（6月4日发售）连载再开。<br>![图](https://bkimg.cdn.bcebos.com/pic/7aec54e736d12f2e2d3d760a4ec2d562853568a4?x-bce-process=image/watermark,g_7,image_d2F0ZXIvYmFpa2UxNTA=,xp_5,yp_5) | [萌娘百科](https://zh.moegirl.org/zh/浪客剑心) |
| gankutsuou | 岩窟王 | 根据法国大文豪大仲马的经典小说《基督山恩仇记》所改编的电视动画，从2004年10月5日至2005年3月29日在日本播放，总共24集。动画画面充斥着独特的迷幻风格，加上惊心动魄的剧情，令作品获得2005年东京国际动画博览会优秀作品赏。后来作品也被改编成小说与漫画。<br>![图](https://cdn-us.anidb.net/images/main/221586.jpg) | [维基百科](https://zh.wikipedia.org/wiki/巖窟王) |
| kiddy grade | 天使特警 | 《天使特警》（キディ·グレイド，Kiddy Grade，简称KG），为2002年10月播出的电视动画，共24集。2007年发表了要制作续篇“キディ·グレイド2（仮称）”的消息。08年正式推出续集kiddy girland，但是因为画风和剧情风格都有转换，制作公司换人，原作角色大幅变动和声优阵容的变动等各种原因而差评如潮![图](https://bkimg.cdn.bcebos.com/pic/18d8bc3eb13533fad173faa9a8d3fd1f40345b6b?x-bce-process=image/resize,m_lfit,w_268,limit_1/format,f_jpg) | [百度百科](https://baike.baidu.com/item/天使特警/5655) |
| yat space travel agency | 星际漫游YAYAYA |  |  |
| teisou gyakuten sekai | 貞操逆転世界 |  |  |
| mondaiji-tachi ga isekai kara kuru sou desu yo | 问题儿童都来自异世界？ | 《问题儿童都来自异世界？》（日语：問題児たちが異世界から来るそうですよ？）简称“问题儿童”（問題児），是日本的轻小说作品。作者为龙之湖太郎，插画是天之有。2012年七月在杂志《Comp Ace》9月号封面上公开了作品动画企划进行中的消息。电视动画于2013年一月放映。曾获第一届《店员最爱轻小说大赏》第六位。<br>![问题儿童都来自异世界？](https://img.moegirl.org/common/0/02/问题儿童都来自异世界？.jpg) | [中文维基](https://zh.wikipedia.org/wiki/問題兒童都來自異世界？) [萌娘百科](https://zh.moegirl.org/zh-hans/问题儿童都来自异世界) [原作官方网站](https://web.archive.org/web/20120819082540/http://sneakerbunko.jp/series/mondaiji/index.php) |
| alice gear aegis | 机战少女Alice | 《机战少女Alice》（日语：アリス・ギア・アイギス，英语：Alice Gear Aegis）是一款由Pyramid开发的动作和射击游戏。其内容主要是可供玩家操控各种兵器少女来进行战斗；此外，其角色由岛田文金设计，而机械设定则为海老川兼武和柳濑敬之所负责。<br>![logo](https://upload.wikimedia.org/wikipedia/zh/a/a5/Alice_Gear_Aegis_logo.png) | [日语官网](https://colopl.co.jp/alicegearaegis) [繁中官网](http://www.alicegear.so-net.tw) [中文维基](https://zh.wikipedia.org/wiki/機戰少女Alice) [萌娘百科](https://zh.moegirl.org/zh-hans/机战少女_Alice) |
| houkago no pleiades | 放学后的昴星团 |  |  |
| senren banka | 千恋＊万花 | 《千恋万花》（日语：千恋＊万花）是由柚子社制作的一部galgame，并有漫画等衍生作品。本作曾获得2016年美少女游戏大赏综合部门第一名，2016年萌系游戏大赏准大赏 | [官网地址](http://www.yuzu-soft.com/products/senren/index.html) [官方中文网站](https://hikarifield.co.jp/senren/index.html) [萌娘百科](https://zh.moegirl.org/千恋万花) (\*\*) |
| kiratto pri chan | 美妙☆频道 | 《美妙☆频道》（日语：キラッとプリ☆チャン；英语：Pri☆Chan）是由T-ARTS和Syn Sophia共同开发的街机游戏，并有漫画、动画等衍生作品。 | [游戏官网](https://www.takaratomy-arts.co.jp/specials/prichan/) [动画官网](https://avex.jp/prichan/) [萌娘百科](https://zh.moegirl.org/美妙频道) (\*\*) |
| cafe stella to shinigami no chou | 星光咖啡馆与死神之蝶 | 星光咖啡馆与死神之蝶（日语：喫茶ステラと死神の蝶）是由柚子社制作的Galgame。本作是柚子社的第十一作，描述着在因缘际会之下进入了死亡螺旋中的男主角，与死神的相遇，并且在学校及咖啡店兼职之间所发生的日常恋爱故事。 | [官网地址](http://www.yuzu-soft.com/products/stella/index.html) [萌娘百科](https://zh.moegirl.org/星光咖啡馆与死神之蝶) (\*\*) |
| riddle joker | RIDDLE JOKER | RIDDLE JOKER是由柚子社制作的美少女游戏。本作是柚子社第十作，以超能力为主题。故事发生的主要舞台是一个研究超能力的现代化都市，大量的“星幽使”在此定居并活跃着，以主角以及其义妹潜入星幽使聚集的校园为主要线索，讲述主角与学生们发生的故事。 | [官网地址](http://www.yuzu-soft.com/products/riddle/index.html) [萌娘百科](https://zh.moegirl.org/RIDDLE_JOKER) (\*\*) |
| grand theft auto | 侠盗猎车手 | 侠盗猎车手系列（英语：Grand Theft Auto，简称GTA，又译侠盗飞车、横行霸道）是一个动作冒险游戏系列，最早由大卫·琼斯和迈克·戴利（Mike Dailly）制作，之后由丹（Dan）和山姆·浩瑟（Sam Houser）兄弟以及游戏设计师柴克瑞·克拉克（Zachary Clarke）接手制作。本系列主要由位于苏格兰爱丁堡的Rockstar North（前身为DMA Design）制作，并由Rockstar Games发行。 | [维基百科](https://zh.wikipedia.org/wiki/俠盜獵車手系列) (\*) |
| hitori bocchi no marumaru seikatsu | 一个人的OO小日子 | 《一个人的○○小日子》（日语：ひとりぼっちの○○生活）是由カツヲ创作的一部四格漫画，并有动画等衍生作品。 | [萌娘百科](https://zh.moegirl.org/一个人的OO小日子) (\*\*) |
